Model,Date,Basin_Subb,Basin_Numb,Basin_Name,Basin_Su_1,Pixel_Count,ET_MM,ET_INCH
SSEBOP,2025-11-01,1-002.02,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - LOWER KLAMATH,93343,16.90296,0.665471
SSEBOP,2025-12-01,1-002.02,1-002,KLAMATH RIVER VALLEY,KLAMATH RIVER VALLEY - LOWER KLAMATH,93343,11.552811,0.454835
SSEBOP,2003-10-01,1-003,1-003,BUTTE VALLEY,BUTTE VALLEY,149448,30.161662,1.187467
SSEBOP,2003-11-01,1-003,1-003,BUTTE VALLEY,BUTTE VALLEY,141057,9.212304,0.362689
SSEBOP,2003-12-01,1-003,1-003,BUTTE VALLEY,BUTTE VALLEY,23080,4.066768,0.160109
SSEBOP,2004-01-01,1-003,1-003,BUTTE VALLEY,BUTTE VALLEY,40483,1.330559,0.052384
SSEBOP,2004-02-01,1-003,1-003,BUTTE VALLEY,BUTTE VALLEY,147801,5.88655,0.231754
SSEBOP,2004-03-01,1-003,1-003,BUTTE VALLEY,BUTTE VALLEY,149448,18.491234,0.728001
SSEBOP,2004-04-01,1-003,1-003,BUTTE VALLEY,BUTTE VALLEY,149448,36.452458,1.435136
SSEBOP,2004-05-01,1-003,1-003,BUTTE VALLEY,BUTTE VALLEY,149448,57.047903,2.24598
SSEBOP,2004-06-01,1-003,1-003,BUTTE VALLEY,BUTTE VALLEY,149448,79.194088,3.117877
SSEBOP,2004-07-01,1-003,1-003,BUTTE VALLEY,BUTTE VALLEY,149448,87.867526,3.459351
SSEBOP,2004-08-01,1-003,1-003,BUTTE VALLEY,BUTTE VALLEY,149448,71.156034,2.801419
SSEBOP,2004-09-01,1-003,1-003,BUTTE VALLEY,BUTTE VALLEY,149448,50.696577,1.995928
SSEBOP,2004-10-01,1-003,1-003,BUTTE VALLEY,BUTTE VALLEY,149448,21.632033,0.851655
SSEBOP,2004-11-01,1-003,1-003,BUTTE VALLEY,BUTTE VALLEY,149448,9.877422,0.388875
SSEBOP,2004-12-01,1-003,1-003,BUTTE VALLEY,BUTTE VALLEY,129269,6.140088,0.241736
SSEBOP,2025-01-01,1-003,1-003,BUTTE VALLEY,BUTTE VALLEY,149448,5.018207,0.197567
SSEBOP,2025-02-01,1-003,1-003,BUTTE VALLEY,BUTTE VALLEY,149446,5.569135,0.219257
SSEBOP,2025-03-01,1-003,1-003,BUTTE VALLEY,BUTTE VALLEY,145731,20.353116,0.801304
SSEBOP,2025-04-01,1-003,1-003,BUTTE VALLEY,BUTTE VALLEY,149448,32.656396,1.285685
SSEBOP,2025-05-01,1-003,1-003,BUTTE VALLEY,BUTTE VALLEY,149448,75.366127,2.96717
SSEBOP,2025-06-01,1-003,1-003,BUTTE VALLEY,BUTTE VALLEY,149448,86.527789,3.406606
SSEBOP,2025-07-01,1-003,1-003,BUTTE VALLEY,BUTTE VALLEY,149448,98.123307,3.863122
SSEBOP,2025-08-01,1-003,1-003,BUTTE VALLEY,BUTTE VALLEY,149448,87.198069,3.432995
SSEBOP,2025-09-01,1-003,1-003,BUTTE VALLEY,BUTTE VALLEY,149448,61.947761,2.438888
SSEBOP,2025-10-01,1-003,1-003,BUTTE VALLEY,BUTTE VALLEY,149448,26.300011,1.035434
SSEBOP,2025-11-01,1-003,1-003,BUTTE VALLEY,BUTTE VALLEY,149448,12.391494,0.487854
SSEBOP,2025-12-01,1-003,1-003,BUTTE VALLEY,BUTTE VALLEY,149448,6.442997,0.253661
SSEBOP,2003-10-01,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,257678,39.790261,1.566546
SSEBOP,2003-11-01,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,257678,10.967452,0.431789
SSEBOP,2003-12-01,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,247714,6.450358,0.253951
SSEBOP,2004-01-01,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,248147,9.587434,0.377458
SSEBOP,2004-02-01,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,257565,16.438468,0.647184
SSEBOP,2004-03-01,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,257678,51.255175,2.01792
SSEBOP,2004-04-01,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,257678,76.865631,3.026206
SSEBOP,2004-05-01,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,257678,90.252443,3.553246
SSEBOP,2004-06-01,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,257678,103.062873,4.057593
SSEBOP,2004-07-01,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,257678,93.66379,3.687551
SSEBOP,2004-08-01,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,257678,75.806099,2.984492
SSEBOP,2004-09-01,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,257678,53.315689,2.099043
SSEBOP,2004-10-01,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,257678,30.088261,1.184577
SSEBOP,2004-11-01,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,257674,17.277696,0.680224
SSEBOP,2004-12-01,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,257627,15.925493,0.626988
SSEBOP,2025-01-01,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,257605,12.494633,0.491915
SSEBOP,2025-02-01,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,257672,12.336998,0.485709
SSEBOP,2025-03-01,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,257678,34.545995,1.360079
SSEBOP,2025-04-01,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,257678,70.894399,2.791118
SSEBOP,2025-05-01,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,257678,110.453628,4.348568
SSEBOP,2025-06-01,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,257678,107.934965,4.249408
SSEBOP,2025-07-01,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,257678,102.468791,4.034204
SSEBOP,2025-08-01,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,257678,90.117022,3.547914
SSEBOP,2025-09-01,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,257678,67.194537,2.645454
SSEBOP,2025-10-01,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,257678,33.066676,1.301838
SSEBOP,2025-11-01,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,257678,19.255043,0.758073
SSEBOP,2025-12-01,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,257678,12.390305,0.487807
