,HR_NAME,area_acres,max_mask_area_acres,year_month,year,month,timestep,DISALEXI_ET_mean_in,EEMETRIC_ET_mean_in,ENSEMBLE_ET_mean_in,GEESEBAL_ET_mean_in,PTJPL_ET_mean_in,SIMS_ET_mean_in,SSEBOP_ET_mean_in,DISALEXI_ET_acre_ft,EEMETRIC_ET_acre_ft,ENSEMBLE_ET_acre_ft,GEESEBAL_ET_acre_ft,PTJPL_ET_acre_ft,SIMS_ET_acre_ft,SSEBOP_ET_acre_ft
483,Central Coast,2.31,607387.8,2018-08,2018,8.0,month,2.71,3.42,2.87,3.04,2.85,2.64,2.63,33.87,42.74,35.9,37.99,35.7,33.06,32.88
484,Central Coast,2.31,607387.8,2018-09,2018,9.0,month,1.64,2.53,2.12,2.35,2.3,2.02,1.96,20.5,31.68,26.48,29.38,28.8,25.25,24.53
485,Central Coast,2.31,607387.8,2018-10,2018,10.0,month,0.85,1.76,1.42,1.09,1.69,1.65,1.49,10.6,22.0,17.77,13.64,21.16,20.6,18.59
486,Central Coast,2.31,607387.8,2018-11,2018,11.0,month,0.49,1.02,0.86,0.59,1.13,1.15,0.85,6.12,12.73,10.76,7.39,14.19,14.42,10.6
487,Central Coast,2.31,607387.8,2018-12,2018,12.0,month,0.65,0.77,0.87,0.46,1.34,1.32,0.9,8.09,9.58,10.87,5.78,16.81,16.53,11.21
488,Central Coast,2.31,607387.8,2019-00,2019,,water_year,21.910000000000004,26.790000000000003,25.39,26.529999999999998,29.869999999999994,27.07,22.759999999999998,273.90999999999997,335.16,317.59000000000003,331.75,373.78000000000003,338.56,284.63
489,Central Coast,2.31,607387.8,2019-01,2019,1.0,month,0.7,1.08,1.03,0.54,1.3,1.53,1.08,8.8,13.45,12.91,6.71,16.3,19.1,13.57
490,Central Coast,2.31,607387.8,2019-02,2019,2.0,month,1.07,1.05,1.28,0.74,1.58,1.93,1.29,13.41,13.19,16.04,9.24,19.78,24.08,16.19
491,Central Coast,2.31,607387.8,2019-03,2019,3.0,month,2.05,2.04,2.21,1.54,2.77,2.83,1.95,25.6,25.55,27.7,19.25,34.64,35.34,24.34
492,Central Coast,2.31,607387.8,2019-04,2019,4.0,month,2.37,2.8,2.8,2.98,3.46,2.72,2.49,29.65,35.0,35.03,37.3,43.28,34.07,31.16
493,Central Coast,2.31,607387.8,2019-05,2019,5.0,month,2.7,2.7,2.94,3.48,3.88,3.12,2.16,33.76,33.81,36.77,43.5,48.55,39.04,27.01
494,Central Coast,2.31,607387.8,2019-06,2019,6.0,month,3.32,3.53,3.37,4.9,3.83,2.86,2.67,41.56,44.16,42.09,61.24,47.96,35.79,33.4
495,Central Coast,2.31,607387.8,2019-07,2019,7.0,month,3.36,3.66,3.37,4.38,3.29,2.98,2.91,41.97,45.81,42.11,54.82,41.12,37.27,36.41
496,Central Coast,2.31,607387.8,2019-08,2019,8.0,month,2.78,3.58,3.04,3.81,3.13,2.75,2.66,34.73,44.81,38.01,47.62,39.16,34.39,33.22
497,Central Coast,2.31,607387.8,2019-09,2019,9.0,month,1.57,2.8,2.2,2.02,2.47,2.23,2.31,19.62,35.07,27.53,25.26,30.83,27.93,28.93
498,Central Coast,2.31,607387.8,2019-10,2019,10.0,month,0.83,2.16,1.57,1.17,1.78,1.71,1.8,10.42,27.03,19.61,14.69,22.26,21.37,22.51
499,Central Coast,2.31,607387.8,2019-11,2019,11.0,month,0.61,1.15,0.93,0.83,1.47,0.97,0.85,7.69,14.41,11.64,10.37,18.43,12.08,10.62
500,Central Coast,2.31,607387.8,2019-12,2019,12.0,month,0.56,0.83,0.85,0.46,1.51,1.41,0.77,7.01,10.44,10.67,5.79,18.86,17.61,9.63
501,Central Coast,2.31,607387.8,2020-00,2020,,water_year,22.97,26.76,25.48,27.6,30.849999999999994,25.179999999999996,22.709999999999997,287.57,334.92,318.63,345.34000000000003,385.9799999999999,314.93999999999994,283.9
502,Central Coast,2.31,607387.8,2020-01,2020,1.0,month,0.85,0.92,1.01,0.69,1.59,1.16,0.97,10.64,11.51,12.59,8.64,19.9,14.57,12.16
503,Central Coast,2.31,607387.8,2020-02,2020,2.0,month,1.23,1.44,1.44,1.07,2.02,1.41,1.5,15.38,18.02,18.07,13.42,25.3,17.67,18.78
504,Central Coast,2.31,607387.8,2020-03,2020,3.0,month,1.66,1.82,2.04,1.78,2.7,2.62,1.77,20.76,22.79,25.47,22.22,33.81,32.76,22.16
505,Central Coast,2.31,607387.8,2020-04,2020,4.0,month,2.75,2.53,2.9,3.15,3.73,2.89,2.47,34.41,31.71,36.27,39.42,46.69,36.16,30.84
506,Central Coast,2.31,607387.8,2020-05,2020,5.0,month,3.05,3.08,3.2,3.89,3.89,2.98,2.76,38.19,38.53,40.08,48.67,48.6,37.32,34.5
507,Central Coast,2.31,607387.8,2020-06,2020,6.0,month,3.04,3.39,3.13,3.81,3.31,2.73,2.7,38.06,42.39,39.09,47.67,41.44,34.1,33.71
508,Central Coast,2.31,607387.8,2020-07,2020,7.0,month,3.4,3.49,3.21,4.63,3.41,2.65,2.52,42.54,43.67,40.09,57.92,42.64,33.16,31.53
509,Central Coast,2.31,607387.8,2020-08,2020,8.0,month,2.96,3.56,3.02,3.89,2.95,2.63,2.58,37.06,44.55,37.83,48.67,36.96,32.9,32.24
510,Central Coast,2.31,607387.8,2020-09,2020,9.0,month,2.03,2.39,2.18,2.23,2.49,2.02,2.02,25.41,29.87,27.22,27.86,31.09,25.24,25.22
511,Central Coast,2.31,607387.8,2020-10,2020,10.0,month,1.18,1.81,1.43,1.03,1.62,1.54,1.54,14.76,22.6,17.92,12.94,20.24,19.22,19.31
512,Central Coast,2.31,607387.8,2020-11,2020,11.0,month,0.53,1.06,0.89,0.57,1.29,1.08,0.84,6.68,13.24,11.14,7.08,16.13,13.52,10.53
513,Central Coast,2.31,607387.8,2020-12,2020,12.0,month,0.49,0.86,0.75,0.53,1.13,0.94,0.73,6.13,10.8,9.32,6.67,14.12,11.73,9.09
514,Central Coast,2.31,607387.8,2021-00,2021,,water_year,22.03,27.259999999999998,24.25,26.080000000000002,27.07,23.140000000000004,21.97,275.74,341.04,303.3,326.21,338.61999999999995,289.23,274.86999999999995
515,Central Coast,2.31,607387.8,2021-01,2021,1.0,month,0.64,1.01,0.92,0.81,1.22,1.06,0.85,8.01,12.62,11.48,10.12,15.25,13.2,10.61
516,Central Coast,2.31,607387.8,2021-02,2021,2.0,month,1.06,1.31,1.23,0.98,1.68,1.16,1.25,13.24,16.45,15.36,12.2,21.04,14.53,15.57
517,Central Coast,2.31,607387.8,2021-03,2021,3.0,month,1.68,1.86,1.93,1.28,2.51,2.33,1.85,21.07,23.21,24.19,16.02,31.41,29.12,23.09
518,Central Coast,2.31,607387.8,2021-04,2021,4.0,month,2.33,2.64,2.61,3.02,3.11,2.3,2.3,29.18,32.97,32.62,37.72,38.84,28.74,28.79
519,Central Coast,2.31,607387.8,2021-05,2021,5.0,month,3.0,3.12,2.98,3.61,3.26,2.57,2.51,37.52,39.05,37.25,45.14,40.8,32.17,31.43
520,Central Coast,2.31,607387.8,2021-06,2021,6.0,month,3.32,3.33,3.11,3.62,3.06,2.75,2.68,41.52,41.69,38.89,45.33,38.28,34.34,33.57
521,Central Coast,2.31,607387.8,2021-07,2021,7.0,month,3.29,3.95,3.35,4.76,3.2,2.85,2.82,41.16,49.44,41.93,59.56,40.03,35.65,35.23
522,Central Coast,2.31,607387.8,2021-08,2021,8.0,month,2.82,3.57,2.91,3.59,2.8,2.51,2.54,35.32,44.67,36.45,44.87,35.03,31.4,31.83
523,Central Coast,2.31,607387.8,2021-09,2021,9.0,month,1.69,2.74,2.14,2.28,2.19,2.05,2.06,21.15,34.3,26.75,28.56,27.45,25.61,25.82
524,Central Coast,2.31,607387.8,2021-10,2021,10.0,month,0.9,2.04,1.58,1.21,1.84,1.88,1.66,11.2,25.55,19.79,15.09,23.04,23.52,20.82
525,Central Coast,2.31,607387.8,2021-11,2021,11.0,month,0.66,1.23,1.08,0.75,1.58,1.18,1.23,8.22,15.36,13.57,9.39,19.82,14.76,15.39
526,Central Coast,2.31,607387.8,2021-12,2021,12.0,month,0.51,0.72,0.76,0.53,1.14,1.11,0.68,6.44,9.06,9.51,6.65,14.28,13.85,8.45
527,Central Coast,2.31,607387.8,2022-00,2022,,water_year,21.029999999999998,28.45,25.270000000000003,24.65,27.409999999999997,26.02,24.55,262.99,355.83,316.19,308.24,343.03999999999996,325.34999999999997,306.9599999999999
528,Central Coast,2.31,607387.8,2022-01,2022,1.0,month,0.96,1.19,1.11,0.72,1.47,1.07,1.26,12.01,14.89,13.92,9.03,18.42,13.42,15.73
529,Central Coast,2.31,607387.8,2022-02,2022,2.0,month,1.16,1.65,1.44,0.77,1.71,1.59,1.64,14.49,20.59,17.97,9.66,21.39,19.84,20.56
530,Central Coast,2.31,607387.8,2022-03,2022,3.0,month,1.73,2.14,2.08,1.59,2.51,2.38,2.0,21.68,26.8,26.04,19.87,31.37,29.79,25.04
531,Central Coast,2.31,607387.8,2022-04,2022,4.0,month,2.34,2.75,2.65,2.6,2.88,2.78,2.45,29.27,34.36,33.19,32.54,36.08,34.76,30.61
532,Central Coast,2.31,607387.8,2022-05,2022,5.0,month,2.68,3.02,2.82,2.78,2.91,2.73,2.66,33.55,37.78,35.25,34.76,36.37,34.11,33.22
533,Central Coast,2.31,607387.8,2022-06,2022,6.0,month,2.71,3.3,3.02,3.08,2.87,3.05,3.08,33.92,41.32,37.77,38.5,35.87,38.09,38.47
534,Central Coast,2.31,607387.8,2022-07,2022,7.0,month,3.09,3.76,3.25,4.09,3.17,2.9,2.84,38.61,47.0,40.64,51.13,39.69,36.24,35.48
535,Central Coast,2.31,607387.8,2022-08,2022,8.0,month,2.67,3.53,2.99,3.75,2.86,2.75,2.71,33.38,44.14,37.38,46.88,35.83,34.39,33.91
536,Central Coast,2.31,607387.8,2022-09,2022,9.0,month,1.62,3.12,2.49,2.78,2.47,2.6,2.34,20.22,38.98,31.16,34.74,30.88,32.58,29.28
537,Central Coast,2.31,607387.8,2022-10,2022,10.0,month,0.94,1.95,1.43,1.19,1.71,1.46,1.5,11.8,24.39,17.9,14.92,21.36,18.21,18.75
538,Central Coast,2.31,607387.8,2022-11,2022,11.0,month,0.53,1.28,1.02,0.54,1.41,1.34,0.98,6.64,16.01,12.78,6.77,17.68,16.82,12.31
539,Central Coast,2.31,607387.8,2022-12,2022,12.0,month,0.5,0.65,0.74,0.44,1.38,1.18,0.69,6.29,8.18,9.3,5.51,17.25,14.75,8.57
540,Central Coast,2.31,607387.8,2023-00,2023,,water_year,24.7,27.299999999999997,26.589999999999996,27.949999999999996,32.09,26.56,22.95,309.09000000000003,341.56,332.61,349.78000000000003,401.40000000000003,332.15000000000003,286.96000000000004
541,Central Coast,2.31,607387.8,2023-01,2023,1.0,month,0.87,0.9,1.04,0.39,1.3,1.54,1.03,10.92,11.26,13.01,4.91,16.24,19.29,12.92
542,Central Coast,2.31,607387.8,2023-02,2023,2.0,month,1.31,1.19,1.35,0.8,1.55,1.67,1.23,16.44,14.93,16.88,10.0,19.43,20.88,15.42
543,Central Coast,2.31,607387.8,2023-03,2023,3.0,month,1.86,1.7,1.99,1.72,2.47,2.87,1.63,23.24,21.25,24.87,21.51,30.87,35.87,20.33
544,Central Coast,2.31,607387.8,2023-04,2023,4.0,month,3.38,2.83,3.06,3.28,4.1,2.55,2.46,42.28,35.43,38.27,41.08,51.28,31.91,30.79
545,Central Coast,2.31,607387.8,2023-05,2023,5.0,month,3.46,3.28,3.36,4.11,4.33,2.92,2.48,43.24,41.05,42.07,51.46,54.19,36.46,30.96
546,Central Coast,2.31,607387.8,2023-06,2023,6.0,month,3.4,3.31,3.3,4.3,3.92,2.78,2.54,42.58,41.37,41.25,53.73,49.06,34.78,31.77
547,Central Coast,2.31,607387.8,2023-07,2023,7.0,month,3.82,3.91,3.7,4.6,3.69,3.25,3.25,47.82,48.91,46.24,57.59,46.12,40.65,40.66
548,Central Coast,2.31,607387.8,2023-08,2023,8.0,month,2.97,3.65,3.27,3.93,3.42,2.95,3.0,37.1,45.61,40.94,49.12,42.75,36.87,37.49
549,Central Coast,2.31,607387.8,2023-09,2023,9.0,month,1.66,2.65,2.33,2.65,2.81,2.05,2.16,20.74,33.17,29.1,33.18,35.17,25.66,26.99
550,Central Coast,2.31,607387.8,2023-10,2023,10.0,month,1.12,2.05,1.62,1.09,2.04,1.73,1.75,13.96,25.69,20.25,13.59,25.55,21.59,21.92
551,Central Coast,2.31,607387.8,2023-11,2023,11.0,month,0.56,1.48,1.07,0.41,1.62,1.36,1.0,6.95,18.46,13.44,5.07,20.26,17.05,12.51
552,Central Coast,2.31,607387.8,2023-12,2023,12.0,month,0.53,0.82,0.73,0.27,1.24,0.98,0.67,6.63,10.3,9.17,3.43,15.45,12.24,8.38
553,Central Coast,2.31,607387.8,2024-00,2024,,water_year,26.630000000000003,28.270000000000003,27.37,27.210000000000004,32.11,27.78,24.010000000000005,332.78,353.63000000000005,342.43,340.24,401.59,347.3,300.34
554,Central Coast,2.31,607387.8,2024-01,2024,1.0,month,0.82,0.84,0.99,0.52,1.63,1.54,0.93,10.23,10.47,12.41,6.47,20.43,19.24,11.63
555,Central Coast,2.31,607387.8,2024-02,2024,2.0,month,1.34,0.95,1.39,0.89,1.97,1.99,1.27,16.71,11.94,17.36,11.13,24.64,24.93,15.86
556,Central Coast,2.31,607387.8,2024-03,2024,3.0,month,2.27,1.96,2.22,1.5,2.55,2.77,2.0,28.35,24.56,27.78,18.78,31.93,34.64,24.96
557,Central Coast,2.31,607387.8,2024-04,2024,4.0,month,3.41,2.6,3.13,3.1,4.2,3.14,2.64,42.66,32.46,39.2,38.73,52.49,39.23,33.01
558,Central Coast,2.31,607387.8,2024-05,2024,5.0,month,3.73,3.36,3.49,4.09,4.2,3.08,2.76,46.65,42.03,43.7,51.15,52.48,38.52,34.56
559,Central Coast,2.31,607387.8,2024-06,2024,6.0,month,3.81,3.57,3.51,4.37,3.58,2.98,2.87,47.68,44.64,43.87,54.69,44.82,37.31,35.9
560,Central Coast,2.31,607387.8,2024-07,2024,7.0,month,4.01,4.05,3.68,4.48,3.58,3.14,3.03,50.11,50.68,45.99,56.03,44.83,39.24,37.95
561,Central Coast,2.31,607387.8,2024-08,2024,8.0,month,3.02,3.74,3.19,3.96,3.14,2.85,2.85,37.76,46.79,39.84,49.56,39.21,35.6,35.58
562,Central Coast,2.31,607387.8,2024-09,2024,9.0,month,2.01,2.85,2.35,2.53,2.36,2.22,2.24,25.09,35.61,29.42,31.61,29.5,27.71,28.08
563,Central Coast,2.31,607387.8,2024-10,2024,10.0,month,1.07,2.04,1.6,1.25,1.99,1.66,1.71,13.33,25.56,19.96,15.68,24.85,20.74,21.43
564,Central Coast,2.31,607387.8,2024-11,2024,11.0,month,0.55,1.11,0.89,0.56,1.21,1.28,0.81,6.88,13.89,11.18,6.96,15.18,16.06,10.08
565,Central Coast,2.31,607387.8,2024-12,2024,12.0,month,0.57,0.76,0.79,0.61,1.04,1.09,0.79,7.11,9.51,9.83,7.68,12.96,13.65,9.86
566,Central Coast,2.31,607387.8,2025-00,2025,,water_year,22.15,28.069999999999997,25.5,27.119999999999997,29.82,26.05,22.349999999999998,276.87,351.26,318.83000000000004,339.11000000000007,373.03,325.77,279.46000000000004
567,Central Coast,2.31,607387.8,2025-01,2025,1.0,month,0.68,1.05,0.97,0.55,1.27,1.32,1.04,8.46,13.12,12.15,6.88,15.94,16.5,12.98
568,Central Coast,2.31,607387.8,2025-02,2025,2.0,month,1.07,1.47,1.41,1.06,1.95,1.81,1.18,13.36,18.4,17.61,13.21,24.44,22.65,14.75
569,Central Coast,2.31,607387.8,2025-03,2025,3.0,month,1.96,2.05,2.16,1.8,2.53,2.74,1.91,24.46,25.69,27.04,22.46,31.63,34.22,23.89
570,Central Coast,2.31,607387.8,2025-04,2025,4.0,month,2.69,2.63,2.81,3.04,3.52,2.69,2.31,33.68,32.93,35.16,38.06,44.08,33.65,28.89
571,Central Coast,2.31,607387.8,2025-05,2025,5.0,month,3.1,3.25,3.16,3.48,4.02,2.85,2.6,38.78,40.7,39.51,43.51,50.27,35.59,32.56
572,Central Coast,2.31,607387.8,2025-06,2025,6.0,month,3.28,3.37,3.11,3.88,3.11,2.72,2.58,40.98,42.19,38.92,48.53,38.86,34.01,32.25
573,Central Coast,2.31,607387.8,2025-07,2025,7.0,month,3.05,3.56,3.18,4.5,3.41,2.75,2.52,38.15,44.5,39.72,56.25,42.61,34.38,31.53
574,Central Coast,2.31,607387.8,2025-08,2025,8.0,month,2.71,3.65,3.04,3.88,3.11,2.77,2.7,33.95,45.65,38.02,48.47,38.96,34.69,33.77
575,Central Coast,2.31,607387.8,2025-09,2025,9.0,month,1.42,3.13,2.38,2.51,2.66,2.37,2.2,17.73,39.12,29.73,31.42,33.25,29.63,27.47
576,Central Coast,2.31,607387.8,2025-10,2025,10.0,month,1.04,1.9,1.66,1.23,2.19,1.9,1.62,12.99,23.78,20.79,15.44,27.35,23.74,20.3
577,Central Coast,2.31,607387.8,2025-11,2025,11.0,month,0.77,1.13,1.16,0.93,1.66,1.43,1.15,9.69,14.14,14.56,11.6,20.8,17.94,14.36
578,Central Coast,2.31,607387.8,2025-12,2025,12.0,month,0.72,0.87,0.99,0.77,1.52,1.09,1.1,9.03,10.92,12.44,9.69,19.06,13.65,13.81
579,Central Coast,2.31,607387.8,2026-00,2026,,water_year,,,,,,,,,,,,,,
580,Colorado River,18495014.91,582951.97,2003-10,2003,10.0,month,2.79,3.16,2.7,2.57,2.88,2.45,2.31,33.54,37.89,32.47,30.85,34.56,29.42,27.76
581,Colorado River,18495014.91,582951.97,2003-11,2003,11.0,month,1.41,1.72,1.51,1.37,2.05,1.53,1.33,16.87,20.65,18.18,16.47,24.61,18.41,15.93
582,Colorado River,18495014.91,582951.97,2003-12,2003,12.0,month,1.08,1.48,1.31,1.25,1.74,1.26,1.17,12.94,17.76,15.76,15.05,20.91,15.16,14.02
583,Colorado River,18495014.91,582951.97,2004-00,2004,,water_year,40.52,46.19,39.90999999999999,38.269999999999996,40.38,40.26,36.03,486.16999999999996,554.3100000000001,479.38,459.53999999999996,484.7,483.45,432.67999999999995
584,Colorado River,18495014.91,582951.97,2004-01,2004,1.0,month,1.28,1.56,1.53,1.7,1.79,1.52,1.38,15.34,18.78,18.38,20.38,21.52,18.26,16.62
585,Colorado River,18495014.91,582951.97,2004-02,2004,2.0,month,1.83,2.11,2.07,2.06,2.31,2.15,1.92,21.93,25.32,24.81,24.72,27.69,25.8,22.99
586,Colorado River,18495014.91,582951.97,2004-03,2004,3.0,month,3.62,3.73,3.8,3.96,4.27,3.91,3.58,43.4,44.82,45.65,47.54,51.22,46.96,42.98
587,Colorado River,18495014.91,582951.97,2004-04,2004,4.0,month,4.32,4.81,4.56,4.64,4.68,4.67,4.17,51.85,57.71,54.68,55.68,56.2,56.06,50.07
588,Colorado River,18495014.91,582951.97,2004-05,2004,5.0,month,4.97,6.11,5.34,5.23,5.4,5.48,4.87,59.62,73.29,64.12,62.77,64.81,65.78,58.48
589,Colorado River,18495014.91,582951.97,2004-06,2004,6.0,month,5.44,5.81,5.04,4.77,4.78,5.06,4.49,65.26,69.72,60.54,57.31,57.39,60.77,53.92
590,Colorado River,18495014.91,582951.97,2004-07,2004,7.0,month,5.31,5.7,4.82,4.7,4.45,4.91,4.14,63.75,68.37,57.91,56.43,53.37,58.96,49.75
591,Colorado River,18495014.91,582951.97,2004-08,2004,8.0,month,4.95,5.51,4.04,3.33,3.41,4.14,3.61,59.46,66.13,48.55,40.0,40.93,49.67,43.38
592,Colorado River,18495014.91,582951.97,2004-09,2004,9.0,month,3.52,4.49,3.19,2.69,2.62,3.18,3.06,42.21,53.87,38.33,32.34,31.49,38.2,36.78
593,Colorado River,18495014.91,582951.97,2004-10,2004,10.0,month,2.18,2.62,2.36,1.93,3.03,2.49,2.12,26.17,31.5,28.33,23.19,36.33,29.92,25.43
594,Colorado River,18495014.91,582951.97,2004-11,2004,11.0,month,1.48,1.7,1.6,1.44,2.04,1.52,1.54,17.78,20.42,19.19,17.26,24.53,18.21,18.5
595,Colorado River,18495014.91,582951.97,2004-12,2004,12.0,month,1.11,1.45,1.29,1.12,1.44,1.38,1.28,13.29,17.42,15.51,13.39,17.24,16.59,15.35
596,Colorado River,18495014.91,582951.97,2005-00,2005,,water_year,38.550000000000004,43.82,38.19,34.55,38.93,40.150000000000006,34.86999999999999,462.62,526.11,458.56000000000006,414.55000000000007,467.36000000000007,481.92999999999995,418.53999999999996
597,Colorado River,18495014.91,582951.97,2005-01,2005,1.0,month,1.32,1.4,1.43,1.12,1.65,1.67,1.39,15.8,16.83,17.21,13.44,19.85,20.02,16.67
598,Colorado River,18495014.91,582951.97,2005-02,2005,2.0,month,1.74,1.6,1.82,1.76,2.06,2.04,1.73,20.86,19.18,21.81,21.09,24.69,24.45,20.78
599,Colorado River,18495014.91,582951.97,2005-03,2005,3.0,month,3.03,3.62,3.58,3.61,4.45,3.61,3.44,36.33,43.44,42.99,43.28,53.43,43.28,41.3
600,Colorado River,18495014.91,582951.97,2005-04,2005,4.0,month,3.95,4.65,4.16,4.13,4.19,4.26,3.84,47.37,55.8,49.99,49.53,50.24,51.12,46.06
601,Colorado River,18495014.91,582951.97,2005-05,2005,5.0,month,5.28,5.75,5.09,4.55,5.14,5.2,4.56,63.37,69.02,61.13,54.67,61.74,62.4,54.71
602,Colorado River,18495014.91,582951.97,2005-06,2005,6.0,month,5.14,5.89,4.99,4.54,4.6,5.32,4.56,61.74,70.74,59.92,54.45,55.24,63.9,54.72
603,Colorado River,18495014.91,582951.97,2005-07,2005,7.0,month,5.37,6.15,4.83,4.02,4.47,5.22,4.22,64.41,73.84,58.02,48.28,53.66,62.71,50.71
604,Colorado River,18495014.91,582951.97,2005-08,2005,8.0,month,4.82,5.03,4.08,3.77,3.33,4.38,3.53,57.89,60.33,48.97,45.22,40.0,52.62,42.4
605,Colorado River,18495014.91,582951.97,2005-09,2005,9.0,month,3.13,3.96,2.96,2.56,2.53,3.06,2.66,37.61,47.59,35.49,30.75,30.41,36.71,31.91
606,Colorado River,18495014.91,582951.97,2005-10,2005,10.0,month,2.35,2.99,2.4,1.9,2.33,2.43,2.29,28.24,35.87,28.85,22.76,27.99,29.22,27.5
607,Colorado River,18495014.91,582951.97,2005-11,2005,11.0,month,1.43,2.22,1.69,1.51,1.78,1.62,1.65,17.15,26.69,20.28,18.14,21.31,19.46,19.85
608,Colorado River,18495014.91,582951.97,2005-12,2005,12.0,month,0.93,1.51,1.31,1.36,1.62,1.27,1.19,11.19,18.1,15.67,16.31,19.47,15.28,14.25
609,Colorado River,18495014.91,582951.97,2006-00,2006,,water_year,36.800000000000004,45.77,37.99,35.56,36.61,39.010000000000005,35.36000000000001,441.76,549.34,456.18,426.75,439.48,468.32000000000005,424.59000000000003
610,Colorado River,18495014.91,582951.97,2006-01,2006,1.0,month,1.06,2.02,1.66,1.76,1.81,1.69,1.59,12.68,24.25,19.99,21.15,21.71,20.25,19.08
611,Colorado River,18495014.91,582951.97,2006-02,2006,2.0,month,1.57,2.56,2.01,2.1,2.0,1.99,1.96,18.83,30.67,24.13,25.22,24.05,23.87,23.57
612,Colorado River,18495014.91,582951.97,2006-03,2006,3.0,month,2.67,3.44,3.11,3.52,3.18,3.12,2.91,32.01,41.24,37.37,42.2,38.21,37.41,34.95
613,Colorado River,18495014.91,582951.97,2006-04,2006,4.0,month,3.92,4.54,4.08,3.86,4.11,4.14,3.91,47.08,54.48,49.02,46.29,49.35,49.72,46.98
614,Colorado River,18495014.91,582951.97,2006-05,2006,5.0,month,5.16,6.06,5.17,4.5,5.1,5.36,4.84,61.9,72.79,62.1,54.01,61.28,64.38,58.16
615,Colorado River,18495014.91,582951.97,2006-06,2006,6.0,month,4.87,6.01,5.01,4.8,4.67,5.38,4.52,58.48,72.1,60.09,57.66,56.01,64.53,54.23
616,Colorado River,18495014.91,582951.97,2006-07,2006,7.0,month,5.3,5.85,4.72,4.22,4.03,4.94,4.31,63.64,70.26,56.67,50.6,48.36,59.34,51.74
617,Colorado River,18495014.91,582951.97,2006-08,2006,8.0,month,4.4,5.07,3.88,3.39,3.4,4.04,3.49,52.87,60.87,46.56,40.69,40.8,48.5,41.93
618,Colorado River,18495014.91,582951.97,2006-09,2006,9.0,month,3.14,3.5,2.95,2.64,2.58,3.03,2.7,37.69,42.02,35.45,31.72,30.94,36.36,32.35
619,Colorado River,18495014.91,582951.97,2006-10,2006,10.0,month,2.18,2.98,2.37,2.06,2.19,2.39,2.29,26.15,35.71,28.51,24.69,26.23,28.64,27.49
620,Colorado River,18495014.91,582951.97,2006-11,2006,11.0,month,1.43,2.2,1.72,1.43,1.81,1.71,1.72,17.14,26.44,20.61,17.22,21.71,20.57,20.66
621,Colorado River,18495014.91,582951.97,2006-12,2006,12.0,month,0.91,1.7,1.35,1.45,1.42,1.37,1.28,10.87,20.42,16.2,17.43,17.06,16.5,15.35
622,Colorado River,18495014.91,582951.97,2007-00,2007,,water_year,37.269999999999996,47.67,38.75000000000001,36.57,37.05,39.519999999999996,36.49,447.27,572.19,465.0,439.03000000000003,444.76,474.53000000000003,438.08000000000004
623,Colorado River,18495014.91,582951.97,2007-01,2007,1.0,month,0.99,2.02,1.35,1.16,1.2,1.49,1.49,11.86,24.28,16.15,13.88,14.41,17.83,17.87
624,Colorado River,18495014.91,582951.97,2007-02,2007,2.0,month,1.68,2.47,2.04,2.06,2.15,1.99,1.92,20.13,29.62,24.52,24.78,25.82,23.92,23.07
625,Colorado River,18495014.91,582951.97,2007-03,2007,3.0,month,2.89,3.79,3.27,3.17,3.0,3.51,3.29,34.72,45.52,39.2,38.11,36.02,42.14,39.45
626,Colorado River,18495014.91,582951.97,2007-04,2007,4.0,month,4.01,4.82,4.3,3.72,4.46,4.45,4.26,48.16,57.85,51.65,44.67,53.51,53.39,51.08
627,Colorado River,18495014.91,582951.97,2007-05,2007,5.0,month,5.13,5.56,5.32,5.45,5.6,5.35,4.81,61.59,66.73,63.84,65.4,67.19,64.26,57.79
628,Colorado River,18495014.91,582951.97,2007-06,2007,6.0,month,4.92,6.17,5.01,5.01,4.58,5.19,4.55,59.0,74.07,60.1,60.1,54.94,62.34,54.65
629,Colorado River,18495014.91,582951.97,2007-07,2007,7.0,month,4.96,6.22,4.74,4.57,4.39,4.77,4.15,59.58,74.62,56.84,54.83,52.75,57.25,49.88
630,Colorado River,18495014.91,582951.97,2007-08,2007,8.0,month,4.76,5.88,4.27,3.86,3.71,4.21,3.94,57.18,70.61,51.24,46.31,44.58,50.57,47.35
631,Colorado River,18495014.91,582951.97,2007-09,2007,9.0,month,3.41,3.86,3.01,2.63,2.54,3.09,2.79,40.89,46.32,36.14,31.61,30.54,37.12,33.44
632,Colorado River,18495014.91,582951.97,2007-10,2007,10.0,month,2.19,3.28,2.53,2.22,2.37,2.43,2.57,26.3,39.38,30.43,26.6,28.49,29.2,30.89
633,Colorado River,18495014.91,582951.97,2007-11,2007,11.0,month,1.48,2.32,1.84,1.65,1.88,1.89,1.85,17.79,27.8,22.09,19.75,22.53,22.65,22.2
634,Colorado River,18495014.91,582951.97,2007-12,2007,12.0,month,1.07,1.5,1.39,1.44,1.62,1.3,1.32,12.84,17.97,16.67,17.24,19.45,15.61,15.88
635,Colorado River,18495014.91,582951.97,2008-00,2008,,water_year,37.16,47.120000000000005,38.95,35.36,37.269999999999996,40.940000000000005,37.370000000000005,446.08,565.3299999999999,467.62,424.35999999999996,447.3399999999999,491.34,448.61
